STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,IMPORTING_AREA,Importing area,VALUE_ADDED_SOURCE_AREA,Value added origin area,EXPORTING_AREA,Exporting area,EXPORTING_ACTIVITY,Exporting activity,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1998,,1227.962,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1997,,4999.523,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1997,,764.078,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1995,,762.738,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2018,,1574.032,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2012,,1476.99,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2011,,1208.159,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2011,,2167.253,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2010,,1564.745,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2009,,2403.953,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2007,,2508.879,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2005,,5393.393,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2005,,5360.803,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2005,,236.71,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2005,,2251.859,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2001,,1734.35,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2001,,196.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2001,,1702.284,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2022,,20385.539,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2022,,52.346,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2022,,2749.211,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2020,,1609.635,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2020,,1583.533,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2017,,1601.342,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2016,,1443.929,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2013,,1569.185,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2013,,1992.612,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2006,,4677.941,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2006,,5089.864,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2006,,184.419,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2006,,2300.127,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2005,,2697.385,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2000,,2295.883,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1997,,1384.549,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1996,,4846.898,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1996,,562.683,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1996,,70.519,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2015,,1377.22,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2015,,1979.629,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2015,,9946.21,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2015,,48.611,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2015,,1644.652,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2009,,6528.322,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2009,,108.967,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2009,,1543.212,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2008,,7741.554,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2008,,147.33,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2008,,2202.62,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2001,,4635.353,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2001,,1816.879,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2022,,2119.778,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2020,,16733.205,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2020,,55.926,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2020,,2076.509,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2018,,1991.649,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,CHN,China (People’s Republic of),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2011,,6599.827,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2011,,56.616,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2008,,2196.697,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2008,,3778.224,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2004,,2340.563,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2004,,5621.265,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,HKG,Hong Kong (China),W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2003,,198.793,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,TWN,Chinese Taipei,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,2003,,1800.571,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,KOR,Korea,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1999,,1737.404,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_IMGRVA@DF_IMGRVA(1.1),Trade in Value Added (TiVA) 2025 edition: Origin of value added in gross imports,I,IMGRVA,Origin of value added in gross imports,GBR,United Kingdom,JPN,Japan,W,World,C26,"Manufacture of computer, electronic and optical products",USD,US dollar,A,Annual,1999,,5078.94,,6,Millions
